target_pos.x,target_pos.y,target_pos.z,human_pos.x,human_pos.y,human_pos.z,human_rot.x,human_rot.y,human_rot.z,human_height,Reference/Hips/m_LocalRotation.x,Reference/Hips/m_LocalRotation.y,Reference/Hips/m_LocalRotation.z,Reference/Hips/LeftUpLeg/m_LocalRotation.x,Reference/Hips/LeftUpLeg/m_LocalRotation.y,Reference/Hips/LeftUpLeg/m_LocalRotation.z,Reference/Hips/LeftUpLeg/LeftLeg/m_LocalRotation.x,Reference/Hips/LeftUpLeg/LeftLeg/m_LocalRotation.y,Reference/Hips/LeftUpLeg/LeftLeg/m_LocalRotation.z,Reference/Hips/LeftUpLeg/LeftLeg/LeftFoot/m_LocalRotation.x,Reference/Hips/LeftUpLeg/LeftLeg/LeftFoot/m_LocalRotation.y,Reference/Hips/LeftUpLeg/LeftLeg/LeftFoot/m_LocalRotation.z,Reference/Hips/RightUpLeg/m_LocalRotation.x,Reference/Hips/RightUpLeg/m_LocalRotation.y,Reference/Hips/RightUpLeg/m_LocalRotation.z,Reference/Hips/RightUpLeg/RightLeg/m_LocalRotation.x,Reference/Hips/RightUpLeg/RightLeg/m_LocalRotation.y,Reference/Hips/RightUpLeg/RightLeg/m_LocalRotation.z,Reference/Hips/RightUpLeg/RightLeg/RightFoot/m_LocalRotation.x,Reference/Hips/RightUpLeg/RightLeg/RightFoot/m_LocalRotation.y,Reference/Hips/RightUpLeg/RightLeg/RightFoot/m_LocalRotation.z,Reference/Hips/Spine/m_LocalRotation.x,Reference/Hips/Spine/m_LocalRotation.y,Reference/Hips/Spine/m_LocalRotation.z,Reference/Hips/Spine/Chest/LeftShoulder/m_LocalRotation.x,Reference/Hips/Spine/Chest/LeftShoulder/m_LocalRotation.y,Reference/Hips/Spine/Chest/LeftShoulder/m_LocalRotation.z,Reference/Hips/Spine/Chest/LeftShoulder/LeftArm/m_LocalRotation.x,Reference/Hips/Spine/Chest/LeftShoulder/LeftArm/m_LocalRotation.y,Reference/Hips/Spine/Chest/LeftShoulder/LeftArm/m_LocalRotation.z,Reference/Hips/Spine/Chest/LeftShoulder/LeftArm/LeftForeArm/m_LocalRotation.x,Reference/Hips/Spine/Chest/LeftShoulder/LeftArm/LeftForeArm/m_LocalRotation.y,Reference/Hips/Spine/Chest/LeftShoulder/LeftArm/LeftForeArm/m_LocalRotation.z,Reference/Hips/Spine/Chest/LeftShoulder/LeftArm/LeftForeArm/LeftHand/m_LocalRotation.x,Reference/Hips/Spine/Chest/LeftShoulder/LeftArm/LeftForeArm/LeftHand/m_LocalRotation.y,Reference/Hips/Spine/Chest/LeftShoulder/LeftArm/LeftForeArm/LeftHand/m_LocalRotation.z,Reference/Hips/Spine/Chest/Neck/m_LocalRotation.x,Reference/Hips/Spine/Chest/Neck/m_LocalRotation.y,Reference/Hips/Spine/Chest/Neck/m_LocalRotation.z,Reference/Hips/Spine/Chest/RightShoulder/m_LocalRotation.x,Reference/Hips/Spine/Chest/RightShoulder/m_LocalRotation.y,Reference/Hips/Spine/Chest/RightShoulder/m_LocalRotation.z,Reference/Hips/Spine/Chest/RightShoulder/RightArm/m_LocalRotation.x,Reference/Hips/Spine/Chest/RightShoulder/RightArm/m_LocalRotation.y,Reference/Hips/Spine/Chest/RightShoulder/RightArm/m_LocalRotation.z,Reference/Hips/Spine/Chest/RightShoulder/RightArm/RightForeArm/m_LocalRotation.x,Reference/Hips/Spine/Chest/RightShoulder/RightArm/RightForeArm/m_LocalRotation.y,Reference/Hips/Spine/Chest/RightShoulder/RightArm/RightForeArm/m_LocalRotation.z,Reference/Hips/Spine/Chest/RightShoulder/RightArm/RightForeArm/RightHand/m_LocalRotation.x,Reference/Hips/Spine/Chest/RightShoulder/RightArm/RightForeArm/RightHand/m_LocalRotation.y,Reference/Hips/Spine/Chest/RightShoulder/RightArm/RightForeArm/RightHand/m_LocalRotation.z,Reference/Hips/m_LocalPosition.x,Reference/Hips/m_LocalPosition.y,Reference/Hips/m_LocalPosition.z
-1.44,0.84,-1.86,0,0,1.25,0,0.5,0,1.72,0.9999695,0.9915923,0.009699137,0.9928685,0.9902018,0.9977695,0.04230347,0.004356298,0.00395237,0.9987655,0.007459094,0.9876402,0.9945968,0.01409993,0.007195708,0.04104155,0.9822284,0.9914218,0.9979356,0.9769777,0.9891273,0.005686766,0.9995441,0.9996421,0.9981973,0.9901286,0.1152626,0.04601448,0.04116063,0.1228936,0.04633852,0.04606465,0.9968901,0.04868093,0.001163898,0.9930673,0.009862206,0.000107019,0.006711323,0.001851977,0.5091851,0.1128783,0.000673063,0.3222402,0.975822,0.9221183,0.8290694,0.988476,0.9496556,0.8821654,0.07316483,-0.000547061,0.9784702,-0.04448487
-1.44,0.84,-1.86,0,0,1.25,0,0.5,0,1.78,0.9886061,0.9830235,0.9944453,0.001811553,0.007163015,0.01195035,0.009021634,0.9944255,0.000204431,0.9989831,0.9845942,0.9921008,0.007284423,0.008216528,0.01702594,0.0101921,0.9876537,0.9975647,0.9985623,0.9912614,0.9904916,0.006438116,0.000106358,0.9974488,0.001727558,0.9713087,0.1151394,0.0582085,0.04395489,0.1350739,0.1056965,0.05807682,0.000724658,0.09481603,0.04590699,0.02104835,0.01882702,1.71E-05,0.988793,0.9980473,0.5298972,0.1151114,0.957122,0.1830364,0.9958197,0.08972532,0.6604492,0.004339663,0.06837079,0.02465926,0.02353704,-0.01483025,0.9719437,-0.03413231
-1.44,0.84,-1.86,0,0,1.25,0,0.5,0,1.66,0.9792988,0.04591465,0.01888612,0.01784659,0.9890575,0.9806637,0.01584319,0.02141485,0.004046003,0.9996067,0.01872541,0.9987385,0.02088557,0.001930186,0.9905547,0.03740769,0.005542537,0.000296325,0.9992043,0.007191948,0.9993967,0.004342184,0.9973889,0.001488462,0.9924769,0.02088249,0.1145675,0.04647274,0.968296,0.08877726,0.07343676,0.07786917,0.9813047,0.08994953,0.06908247,0.03373837,0.03597864,0.9944196,0.9490541,0.007522485,0.4791174,0.1145616,0.02886528,0.3525411,0.01635832,0.07507291,0.8116758,0.9779347,0.05685718,0.06302636,0.02865711,0.01443816,0.9772156,-0.02532954
-1.44,0.84,-1.86,0,0,1.25,0,0.5,0,1.7,0.9829919,0.03440929,0.02134338,0.01290128,0.9981956,0.9722955,0.0172376,0.000710023,0.00356535,0.9993153,0.03286821,0.00407741,0.012935,0.9977897,0.003406734,0.0473034,0.995206,0.9905668,0.001452476,0.02371831,0.9925037,0.006225462,0.998239,0.001410055,0.008455513,0.9855253,0.09453248,0.9822332,0.9840901,0.9988239,0.001721967,0.2546309,0.2239819,0.823903,0.09247979,0.9062592,0.06061826,0.9836935,0.9271551,0.98555,0.512616,0.1036219,0.08181687,0.3363512,0.9667258,0.03087617,0.7324661,0.1247949,0.1866075,0.9600725,0.9291416,0.0114853,0.9740396,-0.0335736
-1.44,0.84,-1.86,0,0,1.25,0,0.5,0,1.61,0.9892313,0.02955784,0.01533495,0.9982111,0.98148,0.9768255,0.07974073,0.9784161,0.993778,0.003964292,0.9866168,0.03093979,0.9958556,0.9961275,0.000709113,0.07557759,0.007547573,0.006902301,0.002465417,0.01523407,0.9878581,0.007070546,0.0002695,0.000456194,0.9960917,0.001364423,0.115137,0.04794784,0.02257677,0.0998534,0.08288696,0.06085302,0.9952468,0.08433664,0.03876892,0.02088994,0.006461633,0.9996988,0.9640361,0.003520849,0.5007055,0.1151654,0.02276529,0.295122,0.01539212,0.06043563,0.8518369,0.9815596,0.04562731,0.04320518,0.01426807,0.007087313,0.9722661,-0.0358382
-1.44,0.84,-1.86,0,0,1.25,0,0.5,0,1.6,0.9885951,0.04527162,0.02189041,0.01535179,0.9901785,0.9834462,0.03283908,0.02114458,0.005979556,0.006863966,0.01824324,0.999388,0.01622192,0.004860797,0.9884732,0.04654367,0.006224863,0.9996582,0.9989885,0.004093498,0.002184574,0.006024544,0.9990885,0.002280019,0.9998254,0.981459,0.1152577,0.06933848,0.05778531,0.08973864,0.04140377,0.3127145,0.03228174,0.03875954,0.09793126,0.03393546,0.9841013,0.001984948,0.987691,0.00015244,0.5186592,0.1152511,0.01418357,0.3362179,0.9574553,0.06847051,0.7255223,0.972093,0.05005968,0.08378634,0.04003107,0.01509924,0.9748644,-0.0277517
-1.44,0.84,-1.86,0,0,1.25,0,0.5,0,1.83,0.9873908,0.02928717,0.01745768,0.000388817,0.9909174,0.9812574,0.07781552,0.9639241,0.9822562,0.999649,0.9661647,0.03623814,0.008148766,0.004707679,0.003016172,0.1021738,0.9963724,0.9978025,0.000130796,0.9991311,0.9980555,0.005664858,0.9997649,0.000314007,0.9952844,0.005690766,0.1150491,0.02865435,0.9901403,0.1147909,0.04137424,0.05584816,0.9805008,0.07724722,0.05574757,0.02149499,0.01996154,0.9973593,0.9603832,0.004448306,0.4957408,0.1150747,0.01976918,0.3901963,0.9869318,0.9365638,0.7803182,0.9831398,0.9596511,0.8986827,0.0777846,0.005906484,0.9754435,-0.02312255
-1.44,0.84,-1.86,0,0,1.25,0,0.5,0,1.74,0.9879653,0.02893029,0.02153246,0.003405541,0.9835505,0.9665465,0.05480953,0.03088286,0.01309544,0.9965613,0.02913242,0.006703138,0.009981152,0.02143241,0.00644244,0.03470317,0.9903752,0.9925347,0.9999384,0.9780036,0.9852687,0.006167512,0.9998357,0.9996064,0.9991186,0.9859189,0.107786,0.1011452,0.03081557,0.09954118,0.01418675,0.118293,0.03189084,0.9817142,0.9516973,0.02714905,0.03461381,0.9932867,0.951252,0.00087917,0.5147886,0.1152648,0.01524719,0.3738484,0.9423469,0.9404106,0.7336654,0.9764597,0.9615729,0.9047882,0.07214109,0.01242082,0.9791045,-0.02758842
-1.33,0,0.76,0,0,1.25,0,0.5,0,1.76,0.9924882,0.04627829,0.001627582,0.002344685,0.9818421,0.9865656,0.05808336,0.9983412,0.004211232,0.996871,0.005620394,0.02332985,0.9956426,0.9912373,0.9944469,0.06233289,0.998733,0.003308412,0.997141,0.01057875,0.01415415,0.006514438,3.03E-05,0.000219427,0.001026407,0.9726005,0.0971692,0.05882617,0.0505398,0.1220181,0.105425,0.08512872,0.006229699,0.08669583,0.05422477,0.03287005,0.04812277,0.9946524,0.9665089,0.9989343,0.5272281,0.09964982,0.02314138,0.4585209,0.8822652,0.08024367,0.6949973,0.004236753,0.06711466,0.9880533,0.9714797,0.000166156,0.9806275,-0.02910019
-1.33,0,0.76,0,0,1.25,0,0.5,0,1.88,0.003055405,0.104505,0.01591261,0.9925624,0.944605,0.9628162,0.04238517,0.06674875,0.03842164,0.9866968,0.1010099,0.002701887,0.9917624,0.9941716,0.9982086,0.02774988,0.02423198,0.005696933,0.003049251,0.03452414,0.9969642,0.004760611,0.9985876,0.003684847,0.9998974,0.9810753,0.1152554,0.0486409,0.02888782,0.07665962,0.01714769,0.05157805,0.9989148,0.01043035,0.03267425,0.02386052,0.07866444,0.9639272,0.896437,5.73E-05,0.5191662,0.115248,0.006159055,0.3320911,0.9235173,0.9205395,0.9381828,0.9815632,0.9187672,0.9132297,0.04593884,-0.001218437,0.9852877,-0.04905733
-1.33,0,0.76,0,0,1.25,0,0.5,0,1.72,7.49E-05,0.02157467,0.009265791,0.004965593,0.974062,0.993925,0.03018434,0.02372622,0.01121345,0.9979656,0.04076415,0.9893424,0.9941362,0.009918142,0.007312363,0.0396657,0.9942189,0.9961554,0.000267608,0.9924228,0.9905221,0.006106971,0.000173077,0.000506082,0.9982135,0.9900423,0.1152629,0.03739542,0.03046005,0.113315,0.0638658,0.04483554,0.9930575,0.07537057,0.03247606,0.01374186,0.03131145,0.995903,0.9733465,0.001708279,0.5103733,0.1152588,0.000977921,0.4267537,0.89915,0.07805528,0.7196559,0.01066562,0.04606139,0.1032444,0.04145017,-0.004100545,0.9826608,-0.03648298
-1.33,0,0.76,0,0,1.25,0,0.5,0,1.78,0.9875802,0.06930846,0.01105909,0.01836896,0.9920602,0.9828407,0.01069785,0.03202227,0.004203137,0.9966246,0.0269261,0.005045598,0.001154979,0.9974943,0.9902518,0.009851106,0.02333679,0.001085488,0.000732662,0.02913324,0.9991326,0.006228029,0.9998052,0.000715578,0.9989925,0.9880193,0.09874389,0.05630446,0.9529257,0.08660854,0.07063048,0.1753281,0.9729822,0.04764634,0.1150314,0.08254887,0.06273739,0.9851964,0.9328988,0.000783301,0.5152991,0.115264,0.02019498,0.3947178,0.8427739,0.05742308,0.6743146,0.9726249,0.0353895,0.1195995,0.04021523,0.009994921,0.9811133,-0.0347925
-1.33,0,0.76,0,0,1.25,0,0.5,0,1.66,0.9751551,0.1340479,0.02256081,0.02976947,0.976789,0.9633641,0.01178258,0.05561812,0.00788724,0.9862629,0.05712066,0.009132856,0.01443961,0.9861243,0.9821534,0.03277257,0.04331576,0.01276245,0.9979787,0.05702687,0.002356566,0.004500023,0.9990124,0.00497225,0.9940041,0.0125862,0.1148637,0.05685048,0.008965929,0.06477381,0.09387659,0.07792364,0.001434201,0.07807204,0.07679815,0.03539233,0.04261342,0.9920326,0.9431463,0.004865709,0.4935005,0.1150243,0.01647186,0.4464568,0.05801338,0.07758261,0.6651369,0.9884567,0.06876395,0.962859,0.9626753,0.02090928,0.9775761,-0.03402519
-1.33,0,0.76,0,0,1.25,0,0.5,0,1.7,0.9833573,0.07358717,0.02184281,0.01913203,0.9844835,0.9695026,0.01852097,0.03803126,0.006925877,0.9944532,0.03562669,0.007534868,0.009450817,0.002589922,0.006393539,0.01903728,0.01703065,0.001851727,0.01516477,0.02198365,0.9809751,0.006002768,-2.94E-06,0.001768333,0.000729656,0.9754412,0.1015367,0.08516379,0.9775071,0.9561972,0.9640969,0.2488671,0.06677927,0.9705287,0.9736222,0.06195332,0.06512211,0.9766563,0.9008281,0.9987697,0.526034,0.1151762,0.04378772,0.424317,0.8654359,0.05792923,0.6817856,0.9694202,0.0452026,0.09799633,0.0285194,0.01429693,0.9798507,-0.0293339
-1.33,0,0.76,0,0,1.25,0,0.5,0,1.61,0.983217,0.131602,0.02175929,0.01902135,0.9371207,0.9568623,0.03625976,0.08417734,0.04339638,0.9900942,0.1225196,0.990211,0.9825957,0.9544027,0.9726983,0.06147403,0.07386982,0.05483949,0.003626672,0.106279,0.9851518,0.004502808,0.9991972,0.005148944,0.9968398,0.9973663,0.1151987,0.06135648,0.04681424,0.07903264,0.1020079,0.0576243,0.006413729,0.07541817,0.05683889,0.02828901,0.03043753,0.9926338,0.9208428,0.002213212,0.5039164,0.1011487,0.02167589,0.2821986,0.01807582,0.974844,0.7904432,0.9772018,0.9671292,0.9937079,0.07437374,0.01552474,0.9723204,-0.04399341
-1.33,0,0.76,0,0,1.25,0,0.5,0,1.6,0.9893857,0.1069784,0.03015788,0.01771783,0.9741389,0.9753677,0.02267979,0.0486398,0.01248667,0.9985335,0.05883808,0.9972882,0.002755543,0.9869078,0.9797817,0.03926164,0.03794817,0.01297712,0.000942799,0.04965577,0.999045,0.004703049,0.9993542,0.005166036,0.000926993,0.9755859,0.115204,0.05685008,0.04349288,0.06616674,0.04699507,0.3078439,0.01931589,0.03639643,0.101397,0.04088957,0.007137387,0.9990508,0.9441695,0.9991103,0.5242154,0.1152006,0.0193608,0.3366221,0.004586895,0.06945073,0.7227827,0.9795733,0.06532498,0.03379642,0.9820476,0.0138678,0.9748636,-0.04133288
-1.33,0,0.76,0,0,1.25,0,0.5,0,1.83,0.9884723,0.1093351,0.02149559,0.000530614,0.9746573,0.9698144,0.0538871,0.1244948,0.06355515,0.06428468,0.1084154,0.9170426,0.004048214,0.002155337,0.000584254,0.05966258,0.02457687,0.009860615,0.9986085,0.02678139,0.002664452,0.004834182,0.9991438,0.00245194,0.9978697,0.9918737,0.1152528,0.05203874,0.02716953,0.08271423,0.06094472,0.06040369,0.9995715,0.04962248,0.06229132,0.02814602,0.04946282,0.9780166,0.881911,0.002332144,0.5070493,0.1152391,0.06422878,0.4020042,0.818827,0.9385738,0.5834668,0.9597327,0.9932979,0.9685171,0.160714,0.01290708,0.9813398,-0.03013695
-1.33,0,0.76,0,0,1.25,0,0.5,0,1.74,0.9939675,0.09239244,0.0189281,0.002640191,0.000621593,0.9526263,0.05086744,0.009998749,0.03544141,0.994352,0.08670742,0.008559747,0.005490088,0.99994,9.46E-05,0.02845333,0.9976112,0.9930406,0.001366789,0.08106774,0.9977949,0.006011347,0.999909,0.002337803,0.987477,0.9752536,0.112873,0.978166,0.9485331,0.05138837,0.1263968,0.2775626,0.2787688,0.846765,0.1255495,0.8589773,0.06372924,0.9781693,0.9176902,0.9908539,0.5193714,0.1093961,0.04669577,0.4166656,0.8630517,0.07945483,0.6455458,0.06802513,0.1890568,0.9921174,0.9846547,0.01238525,0.9812838,-0.03797044
-1.28,0,-0.52,0,0,1.25,0,0.5,0,1.76,0.9895848,0.001033471,0.9948303,0.007199829,4.31E-05,0.000298217,0.05789983,0.001980613,0.006046773,0.9999293,0.9239787,0.01291257,0.9999548,0.9995734,0.01076989,0.06491417,0.9978073,0.9939922,0.999942,0.001033617,0.9999697,0.006851118,5.73E-05,0.9985034,0.007338342,0.9804324,0.1042417,0.01621408,0.02467824,0.1257039,0.09612607,0.07939313,0.03961753,0.1880883,0.06398726,0.058065,0.04616018,0.001443058,0.003238839,0.997891,0.5201477,0.06188171,0.03878711,0.3753632,0.9117075,0.01324988,0.7422576,0.07542165,0.1758222,0.9269997,0.894869,-0.000628345,0.9809095,-0.02880824
-1.28,0,-0.52,0,0,1.25,0,0.5,0,1.88,0.000103697,0.06113547,0.01973285,0.9940566,0.9634401,0.9648862,0.04642775,0.05125048,0.02629479,0.9931171,0.06863599,0.00082951,0.998275,0.009287366,0.9978317,0.03234565,0.006649394,0.9989162,0.001466268,0.002761093,0.9930298,0.005273298,0.9998164,0.000792728,0.9966813,0.9982131,0.1151872,0.03873615,0.02163788,0.09914757,0.01497872,0.04287779,0.9939526,0.02653905,0.03663364,0.008976679,0.0707794,0.9794003,0.9353442,0.003125719,0.5028161,0.1151952,0.02950611,0.3374768,0.00392338,0.07370397,0.7997196,0.9720516,0.06123053,0.04264707,0.002899582,0.006162649,0.9793458,-0.04630715
-1.28,0,-0.52,0,0,1.25,0,0.5,0,1.72,0.9994617,0.008946028,0.007800252,0.999446,0.9898027,0.001932233,0.03603179,0.009456521,0.005304672,0.000105483,0.01369676,0.987113,0.9973597,0.01437023,0.01193312,0.03830742,0.987384,0.993557,0.9993232,0.9829893,0.9880999,0.005786312,0.000127657,0.000318179,0.9983712,0.9892027,0.1152662,0.04167511,0.03695016,0.1217014,0.06356458,0.04579343,0.9948389,0.07066865,0.02157877,0.008376122,0.02643284,0.9993334,0.9999721,0.001704735,0.5103922,0.1152588,2.48E-05,0.3587393,0.9711999,0.05475042,0.8052593,0.9981109,0.03967541,0.06969132,0.03464694,-0.008413762,0.9796069,-0.04044778
-1.28,0,-0.52,0,0,1.25,0,0.5,0,1.78,0.9848605,0.9764923,0.005105578,0.00854008,0.002730528,0.9974829,0.009592496,0.9969962,0.000354997,0.9994191,0.986918,0.9957408,0.01093954,0.003925337,0.9993103,0.01023733,0.9907658,0.9977385,0.9993407,0.9933024,0.9970371,0.00642864,1.86E-05,0.9970335,0.9976277,0.001667711,0.09171792,0.07226501,0.9600017,0.1081202,0.07493788,0.2076937,0.9809847,0.04047976,0.1106728,0.09757846,0.05850036,0.9941524,0.9658557,0.003996721,0.4981602,0.1151225,0.9928896,0.3977723,0.9977971,0.06520988,0.6485116,0.004218006,0.04471273,0.9909129,0.04141987,-0.002306706,0.9754494,-0.03075777
-1.28,0,-0.52,0,0,1.25,0,0.5,0,1.66,0.9753545,0.06663365,0.01909724,0.03172084,0.9853198,0.9734618,0.01497602,0.03152343,0.005146518,0.9959113,0.02829205,0.005963531,0.02797497,0.9920669,0.9872234,0.01046862,0.01749688,0.001216485,0.001339558,0.02848456,0.9976887,0.00490763,0.99814,0.002629167,0.9924769,0.02088249,0.1145675,0.04312269,0.971922,0.09160245,0.07080574,0.07563975,0.9802971,0.08768027,0.07734168,0.03916333,0.04602854,0.992395,0.9408762,0.006128035,0.4866968,0.1148353,0.02500135,0.4423875,0.07296927,0.07898664,0.7065325,0.9802104,0.07479239,0.01191024,0.000976467,0.01760277,0.977066,-0.01726815
-1.28,0,-0.52,0,0,1.25,0,0.5,0,1.7,0.98142,0.01823566,0.01759899,0.01189166,0.9919533,0.9714279,0.02033226,0.02114566,0.003606479,0.9988281,0.01307247,0.008432614,0.01742044,0.002544941,0.009501103,0.01710937,0.9977116,0.9991842,0.002748447,0.005187989,0.9765744,0.006355179,0.000342436,0.9999669,2.93E-05,0.9801975,0.08427727,0.09768694,0.01304584,0.01930713,0.9362946,0.2483401,0.06635697,0.9397904,0.9781412,0.009031856,0.06142747,0.9863181,0.9360443,0.9993374,0.5230037,0.1152147,0.01226786,0.3684377,0.9029545,0.9315526,0.7829069,0.9721838,0.9738745,0.8922914,0.1306322,0.01128052,0.9774472,-0.02716736
-1.28,0,-0.52,0,0,1.25,0,0.5,0,1.61,0.9814612,0.1014908,0.02006336,0.01455653,0.9529473,0.9588225,0.05592903,0.07095107,0.04330195,0.9899984,0.09122129,0.9977461,0.9937016,0.9813926,0.9892387,0.06833176,0.04005995,0.0268727,0.002560649,0.05521249,0.9948596,0.004483802,0.9987891,0.003117171,0.9954849,0.004615025,0.115073,0.04245627,6.72E-05,0.08523128,0.07752143,0.06119182,0.9901087,0.08624645,0.05893112,0.03072371,0.036576,0.9923198,0.9356419,0.003346349,0.4954955,0.1002559,0.01959734,0.2821535,0.004251048,0.9861851,0.8078655,0.9744751,0.9703957,0.01192801,0.08382551,0.01643522,0.9724568,-0.03564241
-1.28,0,-0.52,0,0,1.25,0,0.5,0,1.6,0.9896945,0.07015552,0.02618069,0.01230509,0.9789543,0.9803732,0.04406591,0.03565869,0.01529376,0.9993471,0.04208785,0.9944601,0.01018416,0.000600945,0.9874175,0.04480831,0.01631903,0.003983592,9.36E-05,0.01756779,0.9995758,0.005763799,0.9994473,0.002728383,0.001016718,0.975107,0.1151978,0.05817342,0.04175732,0.0826415,0.04312356,0.3024309,0.01698148,0.02832293,0.1106484,0.04430274,0.9943153,0.001385768,0.973648,0.9990624,0.5244713,0.1151974,0.01451397,0.3378294,0.965435,0.07109633,0.727034,0.9743615,0.05825121,0.06683083,0.02727887,0.01396409,0.9751844,-0.0329246
-1.28,0,-0.52,0,0,1.25,0,0.5,0,1.83,0.9941117,0.0142122,0.01436266,0.9955998,0.9911264,0.9836454,0.05833012,0.9736368,0.9907974,0.9995862,0.9740169,0.02170538,0.002480483,0.0117468,0.007063654,0.09118263,0.9818681,0.9860322,0.9983224,0.9818451,0.999902,0.005980054,0.9989085,0.000586369,0.9991701,0.9849486,0.1152703,0.04193889,0.02483138,0.1116048,0.06198482,0.05721188,0.9927187,0.07061325,0.04527564,0.01348982,0.03559809,0.9893885,0.9212883,0.000631562,0.5161072,0.1152621,0.01835739,0.4106956,0.8831245,0.9440849,0.719828,0.9829833,0.9844733,0.8939978,0.1195658,0.005375662,0.9807886,-0.02808112
-1.28,0,-0.52,0,0,1.25,0,0.5,0,1.74,0.9880599,0.05879644,0.01674679,0.9980772,0.9855704,0.9603485,0.06325132,0.0414469,0.02518539,0.9901755,0.04611686,0.01519871,0.0155828,0.008011858,0.005412016,0.03779569,0.9990176,0.9955382,0.002068607,0.01204627,0.9937582,0.006073726,0.9992138,0.001379064,0.00048144,0.9773586,0.1074495,0.06077744,0.000165357,0.07435517,0.06248331,0.1197241,0.05880733,0.9652454,0.02871804,0.009320969,0.05684626,0.9862276,0.9367847,0.9947919,0.5220663,0.1151692,0.07517443,0.3663533,0.8402911,0.06550742,0.6534508,0.000492602,0.09501021,0.08932413,0.06062124,0.01736129,0.9806605,-0.02640279
-0.87,0,1.47,0,0,1.25,0,0.5,0,1.76,0.9990389,0.07925688,0.000663181,0.001072477,0.000305263,0.9829472,0.04964225,0.00796063,0.03448821,0.9987387,0.04363015,0.001910882,0.9863649,0.000847949,0.9891588,0.05986194,0.005485725,0.02487772,0.9976929,0.03617029,0.004173183,0.006469151,0.000322711,0.001415805,0.9917656,0.9680517,0.09811429,0.005655868,0.98571,0.08413345,0.1171189,0.182189,0.1459337,0.8814109,0.1378501,0.8578429,0.05886133,0.9850255,0.9302788,0.9909006,0.5272676,0.1107254,0.002282775,0.4752135,0.8999389,0.9974142,0.8285613,0.008262224,0.8172672,0.9102285,0.09148356,0.001702273,0.9835881,-0.03661334
-0.87,0,1.47,0,0,1.25,0,0.5,0,1.88,0.01244537,0.116139,0.99821,0.9909554,0.9473326,0.9846645,0.0393302,0.06669035,0.03760161,0.9865834,0.1044807,0.000288077,0.9866813,0.990241,0.0140607,0.0220542,0.026898,0.006310094,0.001524432,0.04461714,0.9998863,0.004639169,0.00018749,0.003783614,0.9998403,0.9813796,0.1152572,0.06353984,0.04133053,0.06344888,0.02587082,0.07753249,0.009573327,3.32E-05,0.02544209,0.03297952,0.07970799,0.9558455,0.8695657,0.999854,0.5202494,0.1152404,0.9846153,0.5773104,0.8611263,0.9548903,0.7532448,0.1182531,0.98112,0.07179144,0.8987864,-0.01733427,0.9878965,-0.03363504
-0.87,0,1.47,0,0,1.25,0,0.5,0,1.72,0.993036,0.09837103,0.02169342,0.01670422,0.9668442,0.9800422,0.0128955,0.9541451,0.9992477,0.01181144,0.9752346,0.02662452,0.9995543,0.9720992,0.9742523,0.02610819,0.0308023,0.01018769,0.9958849,0.05643289,0.00938667,0.004370732,0.9987167,0.004105123,0.9998613,0.9812674,0.1152566,0.05028044,0.03005748,0.07942373,0.08748455,0.05936428,0.9995824,0.0784061,0.05376372,0.02092422,0.04377436,0.9829752,0.9058251,0.000118688,0.5188389,0.1152501,0.9827575,0.5608197,0.8386261,0.0936443,0.7488419,0.1232455,0.03452767,0.8921055,0.9274124,0.01566892,0.9864064,-0.03408353
-0.87,0,1.47,0,0,1.25,0,0.5,0,1.78,0.9900142,0.1088357,0.008383003,0.02585667,0.9894114,0.9907522,0.01095296,0.04551351,0.006213623,0.9947011,0.04530722,0.003272129,0.9948654,0.9948144,0.9949009,0.00883189,0.03675816,0.002487602,0.003406609,0.04621915,0.9959165,0.006587416,0.9991117,0.002607455,0.000740776,0.976355,0.1121077,0.04996206,0.9593462,0.0623314,0.05915365,0.2018139,0.9813544,0.02447294,0.1051028,0.102789,0.05061817,0.9821419,0.8968433,0.9991906,0.5237868,0.1152058,0.03051016,0.4539843,0.8805299,0.0756341,0.5993955,0.9879231,0.05509757,0.07656461,0.01843875,0.000382772,0.9805744,-0.03016345
-0.87,0,1.47,0,0,1.25,0,0.5,0,1.66,0.9781869,0.1708891,0.01928916,0.02869603,0.9746674,0.9642152,0.01004144,0.06501698,0.008583425,0.9794112,0.0690245,0.008479724,0.003856478,0.9764944,0.983173,0.0293466,0.05853629,0.01810074,0.9999222,0.08176299,0.000787896,0.002911544,0.9995657,0.006150999,0.000809204,0.9762144,0.1152117,0.05215233,0.02403901,0.05814024,0.08686612,0.07057956,0.002131343,0.07160607,0.06885771,0.02565633,0.06722387,0.9783754,0.9029144,0.9998944,0.5200338,0.115242,0.9892426,0.5095345,0.005973715,0.08006706,0.5659794,0.9965907,0.02715205,0.9205147,0.9393535,0.01845226,0.9804696,-0.03663842
